# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23
0,29.75,0.43,18.75,4.44,20.0,2.12
250,41.25,4.44,17.33,4.5,14.67,3.68
500,34.5,8.87,9.25,2.95,18.0,6.04
750,31.33,6.6,13.75,2.77,22.0,1.41
1000,29.67,8.5,17.67,6.94,17.25,5.67
1250,37.33,3.3,20.0,1.41,16.0,3.94
1500,33.5,9.01,17.0,3.24,12.5,2.69
1750,39.5,4.72,12.75,7.5,18.0,3.24
2000,32.25,8.32,12.0,6.52,20.0,3.39
2250,35.75,5.02,17.25,3.9,19.75,1.09
2500,40.5,3.35,13.75,6.42,18.75,2.28
2750,38.0,1.58,15.5,3.84,15.75,3.03
3000,44.5,3.35,15.25,0.43,17.25,2.38
3250,37.5,6.8,19.33,1.7,18.0,2.45
3500,28.5,3.2,13.5,4.97,11.25,2.86
3750,30.67,8.18,14.5,2.87,17.33,5.91
4000,32.0,9.14,15.67,2.49,12.0,6.16
4250,29.0,13.47,17.5,4.33,15.0,6.63
4500,42.67,1.7,14.67,0.47,14.25,8.41
4750,33.75,9.28,12.25,2.86,9.5,6.58
5000,27.0,4.58,9.5,4.72,15.25,4.92
5250,38.0,5.74,19.25,2.59,13.0,4.42
5500,36.0,6.75,19.0,4.42,14.25,3.77
5750,33.25,3.34,12.5,2.29,10.33,5.25
6000,38.0,10.7,14.5,3.5,16.0,5.92
6250,31.5,1.5,20.0,1.41,17.0,7.87
6500,29.0,4.58,18.5,1.5,14.5,0.87
6750,39.75,3.27,17.75,3.49,11.0,1.41
7000,35.5,3.35,12.75,2.28,6.25,1.92
7250,36.67,4.03,16.5,2.06,16.33,3.09
7500,35.5,11.86,16.5,1.5,13.5,4.97
7750,29.0,1.41,18.0,2.16,13.0,4.24
8000,29.75,4.6,15.5,2.29,14.0,2.92
8250,40.25,4.44,14.0,7.07,12.5,4.97
8500,22.0,12.14,19.5,2.06,11.5,6.1
8750,32.25,3.9,12.0,2.12,12.5,4.03
9000,31.25,10.47,18.0,0.71,16.5,3.2
9250,27.25,5.63,13.75,2.77,18.25,6.26
9500,34.25,9.96,10.0,4.85,11.5,3.91
9750,36.0,2.12,21.0,2.55,13.75,1.92
10000,33.25,8.93,12.0,3.54,20.25,4.92
10250,33.25,11.76,13.25,2.38,16.5,4.15
10500,33.0,3.67,20.33,2.62,18.0,2.83
10750,36.5,6.73,14.33,3.77,16.0,4.32
11000,43.33,1.89,16.5,3.2,14.67,2.05
11250,40.75,2.86,15.0,3.0,12.25,2.28
11500,35.67,4.03,14.33,4.11,8.75,4.71
11750,31.75,4.6,9.5,3.28,19.0,5.2
12000,29.0,5.34,12.0,3.08,18.5,2.5
12250,37.75,5.58,14.0,4.85,20.75,5.07
12500,34.0,3.67,14.5,2.5,15.5,2.6
12750,31.5,4.39,19.5,2.06,11.25,1.92
13000,39.0,3.08,17.5,2.87,17.5,4.15
13250,30.5,1.8,17.0,3.67,14.67,4.5
13500,30.0,2.24,18.5,2.06,17.25,2.59
13750,38.75,6.83,12.33,4.5,16.0,1.41
14000,35.25,2.49,15.5,4.82,17.0,5.48
14250,36.0,3.67,18.67,0.94,10.67,5.44
14500,35.67,6.8,10.75,1.3,16.5,1.5
14750,33.0,3.94,11.33,3.3,14.5,3.91
15000,34.75,4.66,16.0,2.74,9.0,4.64
15250,41.33,2.62,17.0,4.97,13.75,2.49
15500,35.75,2.49,16.25,1.64,18.5,2.87
15750,35.5,3.91,14.75,2.77,17.33,1.89
16000,31.0,10.17,17.5,1.12,17.5,2.96
16250,27.75,2.49,11.67,4.71,13.67,1.7
16500,37.0,1.73,13.67,3.68,15.25,4.02
16750,39.0,0.0,17.0,5.1,16.0,3.56
17000,38.33,0.94,15.0,3.56,16.25,3.49
17250,39.33,4.03,14.0,4.97,20.5,1.8
17500,34.5,5.41,14.5,3.77,17.75,3.77
17750,26.25,3.96,18.25,2.17,16.5,4.72
18000,26.0,12.1,14.5,2.29,8.5,4.09
18250,36.0,2.12,13.25,5.76,17.25,4.82
18500,37.0,2.35,13.75,1.79,16.0,2.83
18750,40.5,3.35,11.33,2.05,19.0,1.41
19000,29.5,7.89,20.5,1.8,20.5,3.04
19250,26.0,1.63,13.25,7.82,14.0,1.41
19500,29.33,5.73,16.75,1.48,18.67,0.94
19750,27.75,2.49,16.25,3.49,16.0,4.58
20000,35.0,3.74,14.67,2.05,14.25,2.28
20250,38.25,5.93,14.25,6.3,18.5,2.29
